sequence,topic_id,sentiment
brother machine noise deafen,2,0.0
probably want professional sewer learn use seger hobby sew great,0,0.45
deal great little machine,2,0.30625
strongly recommend buy directly trough amazon problematic experience vendor amazon marketplace worth couple dollar save deal directly amazon,3,0.2333333333333333
small home business recently pick,2,-0.125
beginning little adjust tension suit machine right smooth sailing,1,0.16607142857142856
love machine theserger secret highfashion technique create greatlooke clotheswith,2,0.04999999999999999
lot stuff start sew month beginner machine easy machine operate totally recommend,0,0.21666666666666667
read review accurate,3,0.4000000000000001
getting use tension month,1,0.0
love come thread wdifferent color,1,0.5
thread,1,0.0
try thread right box,1,0.2857142857142857
vibration machine bad,7,-0.6999999999999998
dvds definately explain thing instruction laptop near,4,0.1
recommend serger especially beginner,0,0.0
receive time promise,3,0.0
set ready straight box,3,0.2
little frustrated time change thread hubby talk,1,-0.44375
important cleanbrush threadingcutting area use problem,1,0.4
brother excellent brand good reputation glad buy model,2,0.7333333333333334
grow use grandmother serg soon know want,6,0.0
big consideration use range application easy thread,1,0.21666666666666667
second especially important remember grandmother serger hard thread pain thread break,0,0.16944444444444443
serger easy result use,0,0.43333333333333335
year,3,0.0
work,2,0.0
attempt use serger,0,0.0
machine fantastic easy use problem neglect thread certain order,1,0.34920634920634924
serger great serger start use serger love easy thread use,0,0.5777777777777778
cd manual good,4,0.7
night use learn thread roll hem thread serge use gathering foot come highly recommend serg,0,0.16
machine advertise,2,0.0
excellent buy price hard beat,3,0.35416666666666663
easy loading thread smooth operating fairly compact,1,0.5111111111111111
machine compare cost time,2,0.0
speedy usual method finish seam french hong kong etc time,0,-0.125
need thread,1,0.0
want finish seam,0,0.0
opt inexpensive machine think money lose like,2,0.0
easy start use immediately,2,0.43333333333333335
endeavor change thread bit tricky,1,0.0
thread low looper hard,1,-0.14583333333333334
serger complicated machine,0,-0.5
manual good trouble shoot tension problem,1,0.24999999999999997
threading bit hard follow manual closely,1,-0.2916666666666667
use include video husband help luck tube tutorial include video,4,0.0
tieoff threading method usually pretty successful,1,0.5
try selfthreade model sure feature worth extra money,1,0.26666666666666666
come elastic foot buy separately sew leotard,0,0.0
luck use foot,0,0.0
think great machine money highly recommend,2,0.48000000000000004
consider someday upgrade serger coverstitch option,0,0.0
think machine definitely worth money good place start,2,0.5
sew year,0,0.0
love brother trust product,2,0.5
read review d,3,0.0
wrong,5,-0.5
hear story hard use serger difficult thread,0,-0.39583333333333337
like reviewer unpack look manual watch video,4,0.0
extra picture thread,1,0.0
reference need thread,1,0.0
feel comfortable machine couple hour,2,0.4
use label maker label thread path control user friendly,1,0.375
start project simple pillow case sample thread break,1,0.0
thread rethreade thread,1,0.0
minute time,2,0.0
enjoy,5,0.4
machine advertise instruction video foolproof,4,0.0
time serg watch instruction video work,4,0.0
recommend look simple serger sew year work problem,0,0.0
brother serger,0,0.0
know reluctant try brother,2,0.0
good machine,2,0.7
definitly buy actually buy spend kind money brand,3,0.3
thank amazon sale,3,0.0
great little machine particularly price factor,2,0.25972222222222224
watch dvd manage figure thread use book basic finishing project set try basic high hope base use far,4,-0.10800000000000001
beginnersnovice sewer people level need basic machine simple finishing work think great machine,0,0.26666666666666666
serg love brother d,2,0.5
serger,0,0.0
easy thread easy use,1,0.43333333333333335
instruction good cd informative,4,0.7
deliver day,3,0.0
nice cd available dvd people computer,4,0.5
time serg user ask easy machine,6,0.43333333333333335
easy transaction fast delivery,3,0.31666666666666665
easy,2,0.43333333333333335
easy use wish soon,2,0.43333333333333335
comes thread need follow path learn thread machine,1,0.0
couple instructional cd come great,4,0.8
recommend view use serg,6,0.0
day shipping worth cost money save purchase price pay shipping,3,0.3
love machine,2,0.5
use day past month problem,2,-0.25
simple use multiple household project,2,0.0
love machine,2,0.5
easy thread use ready box,1,0.31666666666666665
downside squeal like pig loud pig,7,0.1
think d forget oil nope loud,7,0.1
buy machine replace old,2,0.1
thread lay type pretty easy,1,0.3416666666666667
machine work tension wise start,1,0.7
direction easy follow,4,0.43333333333333335
think machine good alternative expensive,2,0.09999999999999998
happy customer brother product,2,0.8
awful,5,-1.0
brother machine complete joy,2,0.45
cd useful,4,0.3
able start serge right away,0,0.39285714285714285
use machine finish project,2,0.0
like fact use multiple colored thread create unique,1,0.1875
machine arrive color coordinated thread tension thread line,1,0.0
brother figure great way teach novice serge,0,0.8
expert,2,0.0
feel,5,0.0
husband buy machine year half ago wish list,2,-0.16666666666666666
huge surprise machine easy daughter use age,3,0.41666666666666663
grant thread hesitate sit finish edge h project,0,0.0
couple time nervous blade time middle daughter cut pattern little excess fabric hang piece tell scissor tell worry serger snip right finger snap,0,0.03273809523809523
thread serger real pain fanny different,0,0.1
direction manual good follow letter,4,0.7
new serge beginner think great machine,0,0.4681818181818182
read refer direction easy use quick adjust,4,0.3833333333333333
picture different stitch issue way solve,0,0.0
far problem solve refer direction recommend adjustment,4,0.1
receive serg weekend birthday,6,0.0
sew consistently year feel like ready serger scare,0,0.225
want beginner serg super expensive complicated,6,-0.22222222222222224
think tutorial super helpful time watch thing,4,0.3333333333333333
feel comfortable use machine thing,2,0.4
flow easily serge beautifully,0,0.6416666666666666
pay xs great sewing machine constantly use glad finally serg,0,0.325
hear fantastic review serger use understand,0,0.4
initial concern difficult thread,1,-0.25
grant enjoy change thread everytime want switch color hard,1,0.05416666666666667
machine total novice serger world want coverhem continue,0,0.0
stiche amazing,0,0.6000000000000001
know explore capability wonderful,2,1.0
serg love,6,0.5
little tricky thread find great video youtube help alot,4,0.30625
big fan brother,2,0.0
brother sewing machine printer mfc cw work great,0,0.8
year respectively,3,0.0
problem email brother right help,2,0.2857142857142857
serger order replacement purchase week independent seller,0,0.0
machine functional amazon help order new upgrade day shipping,3,0.13636363636363635
learn,2,0.0
worth wait,3,0.3
inside machine impressed,2,1.0
fear thread serger little guy easy follow direction,0,0.12291666666666667
thread specific order,1,0.0
come dvds real help,4,0.2
arrive perfect condition run great right box,3,0.6952380952380953
surprised come blind hem foot gather foot little cutoff collector invaluable,0,-0.19583333333333333
know manage serger,0,0.0
want serg chance,6,0.0
price right cheap brand,3,0.34285714285714286
hour,2,0.0
skeptical claim brother serger easy thread able change thread rethread snap layin looper,0,0.14444444444444446
seam look beautiful neat trimming need,0,0.85
recommend machine highly,2,0.16
come conclusion want mess constantly change machine coverstitch overlock stitch want seperate machine bring low price bracket,0,-0.05833333333333333
purchase serger review serg price bracket,0,0.0
high review,3,0.16
tutorial gear particular serger confident able learn use class willing pay,0,0.35416666666666663
pleased purchase like plug right box ready,3,0.32857142857142857
open cover machine study thread path hit pedal,1,0.0
day switch colored thread cone knot new thread old,1,0.11818181818181818
dvd come machine informative,4,0.0
stitch machine professional looking,0,0.1
recommend machine,2,0.0
happy serging,6,0.8
purchase fourth brother d serg,2,0.0
use serger commercially,0,0.0
model number change year serger,0,0.0
inexpensive serger work horse easy thread simple adjust tension beautiful stitch,1,0.42777777777777776
serger use business hour daily,0,0.0
little serg require repair blow lint,6,-0.1875
past problem commercial serger typically cost thousand dollar,0,-0.13888888888888887
extremely difficult thread stitch quality look nice brother d.,1,0.04999999999999999
switch brand model hope brother continue manufacture serger year come,0,0.0
easy use switching stitch fasti little afraid tension adjustment sense read instruction,1,-0.11805555555555554
brother far casethe machine silent run speed good shake,2,0.26666666666666666
look good serger definitely brother singer,0,0.35
thing brother betteri singer quantumlock serger time expensive machine find singer hard use strong fast plus coverstitche chain stitch,0,-0.039583333333333345
serger,0,0.0
wonderful,5,1.0
machine sew daughter ballroom competition gown clothing,0,0.0
sew like breeze,0,0.0
updatetwo year later little serg work great,6,0.2041666666666667
real workhorse,2,0.2
beautiful roll hem,0,0.85
adjustible tension differential feed result easy gather,1,0.43333333333333335
lovin,5,0.0
customer pleased dumbing viking pfaff sewing serge machine,0,0.5
try machine find price low end machine pfaff viking high brother,2,0.08
check internet bernina feature know bernina expensive machine want auto threading machine babylock want spend,1,-0.5
use extra stitch,0,0.0
point pay repair finally brother serger think try send junk,0,0.0
great,5,0.8
looper threading easy old machine,1,0.26666666666666666
free arm old machine,2,0.25
try gathering foot buy foot extra year ago foot use nice bonus include brother,0,0.3
brother loud vibrate machine try store line need serger stitch overlock gathering roll hem,0,0.1
brother exactly need great price,2,0.525
happy,5,0.8
machine year love purchase read review lot research type serg want,2,0.5
read good bad review product decide risk,3,5.551115123125783e-17
glad,5,0.5
specialize custom design wedding dress surger ability create roll hem delicate thick fabric result beautiful finished product,0,0.08333333333333333
discover roll hem function machine rarely surge roll hem look clean finished product,0,0.33333333333333337
adjust thread little use different fabric use,1,-0.09375
unlike expensive fancy machine use lab find couple practice stitch sure tension correct switch fabric,1,0.0
usually frustrate thread serger big concern look purchase serger,0,-0.125
machine incredibly easy thread wonderful color code instruction,1,0.7166666666666667
able successfully thread time use instruction book diagram machine,1,0.625
serge experience want decent reliable machine reasonable price start,0,0.18333333333333335
far pleased,5,0.3
basic advanced user,2,0.2
,5,0.0
pleased function usability product especially price,3,0.25
bad thing amazon come shipping soon think,3,-0.6999999999999998
easy thread instruction print machine,1,0.43333333333333335
great thing,5,0.8
kid recommend pin use machine,2,0.0
break cutter knife pin order,0,0.0
understand threading machine little work horse,1,-0.1875
real good machine,2,1.0
know curve corner,4,0.0
cutter cut curve corner read review find good use machine,0,0.7
dvds come machine crap,4,-0.8
machine needi amazed easy threading smooth operating,1,0.4166666666666667
machine confidence use serger restore brother exceptional priduct buy soim work,0,0.6666666666666666
time use serg love look professional wait find project excuse use,2,0.18333333333333332
great product quality review deserve,3,0.8
good value class support seller manufacturer,3,0.7
manual clear threading particularly easy compare competitor,1,0.26666666666666666
good round choice want simple reliable,2,0.16666666666666666
use little time spend,2,-0.1875
love use right box,3,0.39285714285714285
far love machine work great come prethreaded,2,0.4666666666666666
rethread direction pretty easy understand,1,0.3416666666666667
color code arrow machine follow,1,0.0
awesome,5,1.0
read review different serger market decide,0,0.0
yes thread like babylock dealer try sell thread serger hard,0,-0.2916666666666667
beginner frankly husband spoil buy machine read manual watch video label thread machine,4,0.0
thread hold conversation husband son,1,0.0
thread job,1,0.0
great product good price highly recommend,3,0.5533333333333333
machine wonderful,2,1.0
let fool thread breeze,1,0.0
come thread start track thread layout,1,0.0
picture,5,0.0
instruction good wait need,4,0.7
break thread run confident rethreade,1,0.5
far use twice change thread childsplay,1,0.1
gift use rate star,3,0.0
rd serg love sew like dream nice compliment sewing machine,0,0.55
brother good brand sewing,0,0.7
wear purchase brother,2,0.0
sch great deal buy,3,0.8
open eassy thread away,1,0.0
nice hear thank,5,0.6
love,5,0.5
new serge,0,0.13636363636363635
work big project day girl int,2,0.0
love work easy operate love speed serging,2,0.4777777777777778
terrify thread successfully attempt,1,0.75
great tube video woman lear direction,4,0.8
sale price probably worth pay,3,0.3
finicky thread right work,1,0.2857142857142857
instruction helpful able find tutorial youtube help,4,0.5
work good job,2,0.7
buy use new business need serger work time week,0,0.13636363636363635
use machine item upper looper motor setting jam work looper bumping,1,0.0
return buy reliable brand serger,0,0.0
use basic project twice year work plan use worth headache,2,0.15
experiment serger,0,0.0
love able protect material end,5,0.5
intimidate great year problem,3,0.8
use project work beautifully,2,0.85
easy thread stitch selection thing use serge,1,0.43333333333333335
example foot raise control upper right instead near needle,0,0.12857142857142856
good deal buy save switch thread,3,0.7
pleased serger,0,0.5
threading easy previous machine use,1,0.13333333333333336
highly recommend product,3,0.16
love machine,2,0.5
use day arrive,3,0.0
pretty easy thread comes thread,1,0.3416666666666667
dvds helpful,4,0.0
sew storm learn machine,0,0.0
easy,2,0.43333333333333335
sewing machine miss,0,0.0
sewing,0,0.0
review state super little machine price sew year consider intermediate sewerquilter serger,0,0.07291666666666666
find easy thread difficult ordinary sewing machine follow color code thread use provide tweezer thread small needlelooper hole,1,-0.14166666666666666
complete project use stitch capability,0,0.1
time change thread color point rethread beginning practice,1,0.0
include cd provide additional visual instruction worth view,4,0.15
far great machine easy setup easy use,2,0.4416666666666667
machine work provide lot different serging option,6,0.0
favorite feature right blind hem foot,0,0.09523809523809523
easy adjust tension thread line stitching tight loose,1,0.05927960927960927
big complaint instruction booklet cd paper format little write,4,-0.1625
hard time understand diagram,4,-0.2916666666666667
having booklet lot information,4,0.0
buy serg month ago sarte use month ago,6,0.0
easy work project neat finish,2,0.43333333333333335
sew day,0,0.0
hope electricity cycle country cycle machine cycle,0,0.0
easy use right box,3,0.3595238095238095
little troublemaker sew kind fabric,0,0.20625
incredibly tedious thread right thread break,1,-0.10714285714285715
service week,2,0.0
save money juki,2,0.0
buy serger read review buyer,0,0.0
straight box turn serger light come press serg foot serge happen,0,0.30000000000000004
brother customer service tell service location,2,0.0
think,5,0.0
learn thread dvd instruction ok,4,0.5
lot adjustment leave trail error,1,0.0
easy use sturdy fabric versus thin stretchy,0,0.016666666666666663
,5,0.0
time experiment,2,0.0
change thread trouble work like charm,1,-0.2
vcd helpful idea tip use,4,0.0
totally recommend,3,0.0
easy use come dvd tip use unit,4,0.43333333333333335
fully use machine find little bit intimidating,2,-0.1875
cd helpfull wish update version,4,0.0
play cd topic order find video little boring,4,-0.59375
compltely use step step,4,0.0
good machine money,2,0.7
sure wil love hang,1,0.5
gift mom reallllyyyy want use,3,0.0
figure thread newbie experience serger judge machine,0,0.0
end frustrated stupid machine hard use serger sit storage use,0,-0.5972222222222222
bring home let come room temp,3,0.0
start serge,0,0.0
beginner review open box brother d serg watch tutorial cds brother consider update single high quality dvd,4,0.029523809523809525
color code threading machine arrive resaon purchase little guy place,1,-0.1875
know eventually need tackle task,2,0.0
save time watch aftermarket video amazingly helpful,4,0.6000000000000001
begin serge adventure hope simple review,0,0.0
utilize standard sewing machine year hope catch technology,0,0.0
arrive quickly time set use brother serg year major problem,2,0.19791666666666666
look week finally use wonderful fast change thread instructional video come great help,4,0.5
time come follow instruction include,4,0.0
great serger money new sewing find machine easy use understand,0,0.45656565656565656
purchase machine little nut project,2,-0.1875
beginner serger feature,0,0.0
highly recommend,3,0.16
serger easy use scared death talk hard serger thread,0,0.07083333333333333
close idiot proof price half bad,3,-0.5555555555555555
overlock machine work wonderfully fast easy thread color code diagram machine easy use,1,0.35555555555555557
definitely good machine worth price,2,0.5
like different decorative stitch,0,0.0
soon familiar machine try,2,0.375
baby amazing course wait arrive thank amazon free shipping let sit untouched box day,3,0.5
finally day roll sleeve pull box stare min later find cd come watch twice way,4,0.0
beginner machine heavenly pleased investment,2,0.5
new brother serger arrive hardly wait open watch dvd try,0,-0.051767676767676775
great deal sewing people lose old work anymore,0,0.45
surprise daughter find afford amazon,3,0.0
com away use time week,2,0.0
easy thread,1,0.43333333333333335
love serger everyte think,0,0.5
instruction clear easy understand,4,0.26666666666666666
machine easy fun use,2,0.3666666666666667
wait project,2,0.0
great machine easy thread easy use,1,0.5555555555555556
use regular machine needle regular thread,1,0.0
recommend product,3,0.0
brother d layin thread serg,2,0.0
recommend machine use serg,6,0.0
,5,0.0
husband purchase item wish list surprise gift pleased machine arrive colored thread easy follow instruction video like visual learner,4,0.3111111111111111
new sewing period find machine easy use,0,0.28484848484848485
use occasion difficulty thread adjustment,1,0.0
able use right box read instruction watch video frustration,4,0.39285714285714285
price affordable machine offer doubt master sewer point need replace machine offer option,0,0.0
year old bernina serger break,0,0.1
cost repair,8,0.0
new brother serger,0,0.13636363636363635
great deal,3,0.8
problem upper looper tension real tight change setting number,1,-0.13392857142857142
dvd video lame s. youtube interested,4,-0.125
use serger include industrial love good,0,0.6
price excellent product,3,1.0
need sooooooo bad mom talk ought buy estimation sewing machine thing,0,-0.6999999999999998
machine carry instruction easy follow need patience mess try,4,0.12916666666666668
awesome,5,1.0
love way clean work edge sewing machine carry builtin cutter,0,0.43333333333333335
machine dvd cd follow manually,4,0.0
come people sewing world sure worth,0,0.4
love new brother serg dream use rest receive,2,0.3181818181818182
love machine,2,0.5
yr ago buy elna serger,0,0.0
constantly break,1,0.0
tell difference serger like cadillac,0,0.0
new sew,0,0.13636363636363635
research good review,3,0.7
come perfect condition ready use,3,0.6
video thread breeze learn different stitch,1,0.0
today learn use thread stitch roll edge hem skirt nice lettucerolled hem,0,0.6
userfriendly video,4,0.0
con o think manual little skimpy video find problem,4,-0.1875
buy expensive serg janome glad,6,0.0
brother cheap ton feature,2,0.4
serger come prethreaded,0,0.0
little complicated learn save hour hour work,2,-0.34375
pretty easy use learn thing,2,0.3416666666666667
worth penny,3,0.3
purchase gift advertise,3,0.0
expert sewing allow creativity sewing know stitch sew come apart,0,0.0
find easy thread year maintenance,1,0.43333333333333335
pleased ease use,2,0.5
afraid purchase serger,0,-0.6
purchase,3,0.0
serger,0,0.0
want try good serger good job want invest lot money,0,0.7
love,5,0.5
try rethread,1,0.0
definitely rethread comfortable oppose tie pull thread,1,0.2
thank prompt package delivery brother d serg include accessory amazing instructional dvd life saver definitely auditory learner,4,0.30000000000000004
serger roll hem beautiful proud add,0,0.825
thank excellent service product,3,1.0
buy second serger weekend place,0,0.0
instruction booklet great job walk sewist,4,0.8
believe work easy use,2,0.43333333333333335
hand couple feature like brother,2,0.0
free arm presser foot lifter easy use conveniently locate bl,0,0.4166666666666667
quality like serger reason star noise vibration generate high sewing speed,7,0.16
find hard believe brother sell machine price,2,-0.2916666666666667
true bargain good quality design low price tag serger market,0,0.3499999999999999
beginner sewing,0,0.0
month start sew dress friend need invest serger seam fray,0,0.0
,5,0.0
love,5,0.5
way easily thread learn follow thread,1,0.43333333333333335
layin mean use needle use thread needle use thread,1,-0.3125
come manual quick reference guide different stitch featured manual download pdf brother website dvds instruction different application opt foot buy,2,0.1111111111111111
find great youtube video step step thread serg type model number .soft,4,0.8
coveraccessory bagtweezer havethread netsthread spool capscleane brushallen wrenchpressure footblind stitch foot multi purpose foottrim trapextra needlesit come withbrother sa serg elastic application footbrother sa serg gathering footbrother sa serg pearl sequin footbrother sa serg pipe footthese pressure foot order amazon order brother,0,0.0
love new serger,0,0.3181818181818182
use old serger year buy brother d. stitch nice easy thread set tension,1,0.37777777777777777
think serger,0,0.0
sew nearly year,0,0.1
serg buy christmas gift year,3,0.0
happy machine recommend want buy serger,0,0.8
thread tree pull way wait long write review truly want machine test,1,-0.05
current project set patio cushion,0,0.0
heavy cotton weave material include cord edge cushion,0,-0.2
thread machine idiotproof diagram inside machine color code easy,1,0.43333333333333335
rarely need thread completely,1,0.2
generally clip thread thread tree change thread cone place thread condom thread cone thread thread hole thread tree tie square knot old thread,1,0.07500000000000001
thread run stitching new color serge,0,0.13636363636363635
hope review helpful think purchase product,3,0.0
happy customer,3,0.8
experienced sewer niftyamazing thing serger cave,0,0.8
fluke brother review bit versatile buy instead exchange singer,2,0.0
absolutely love use time week month review base use,2,-0.15000000000000002
fine,5,0.4166666666666667
highly recommend watch video come stand update search net video help comfortable thread,4,0.18666666666666668
enjoy variety foot especially gather foot fun foot create tight gather tighten needle thread tension use differential feed,0,0.13035714285714284
comparison singer consider boththe easy way set knife nice feature,0,0.5166666666666666
need remove work interrupt line stitching come spot long want knife cut,0,-0.05
way obvious watch video,4,0.0
great able use regular sewing machine needle sergerthe thing prefer singer separate screw needle,1,0.43333333333333335
complaint far reason close doorcover want stick tiny bit,3,-0.06666666666666667
affect annoy able figure sit flush snap perfectly time,1,0.75
ah problematic reason ill update review,3,-0.5
far sew couple yard seam thing fine cotton shirt velour upholstery fabric issue,0,0.25833333333333336
quick search tube find good instruction thread machine include instruction,1,0.5166666666666666
time change thread spool thread need reference,1,0.0
good video proper tension adjustment,1,0.35
cut blade sharp,0,-0.125
need watch small mistake fabric bunching foot slice giant hole project glad blade easy way turn cutting feature,0,0.016666666666666673
free arm feature great cuff small item,0,0.3166666666666667
issue lack proper cover stitch like machine consider purchase cv omission,0,0.0
thank brother solid machine available great price,2,0.4000000000000001
year decide want purchase serg,6,0.0
month ago order brother love,2,0.5
mechanically inclined person manual machine frustrate,7,0.0
order brother pc project runway limited edition sewing machine time order d serg manual machine clear comprehensive,0,0.014285714285714284
serger,0,0.0
video helpful view unanswered question,4,-0.1
finally machine local brother dealer able rethreade run,2,0.16666666666666666
direction video manual tell,4,0.0
problem figure tension roll hem lightweight fabric,0,0.0
right find answer particular question manual video,4,0.22619047619047616
having pleased overall machine,2,0.25
love able finish seam professionally price machine great value,0,0.47500000000000003
think brother stellar job manual,2,0.25
beginner sewer children clothing conventional machine discover need serger professional look,0,-0.021428571428571422
purchase research read review,3,0.0
arrive day thank amazon easy thread,3,0.43333333333333335
continue learn thing impressed far,2,0.55
play microsoft computer apple mac,4,0.0
dvd form pretty use borrow computer,4,0.25
bummer look forward instruction,4,0.0
happy serging,6,0.8
debate serger spend time,0,0.0
use serg serge simple garment day open box,0,0.0
serger great value look entry level serg,0,0.8
wish buy long time ago,3,-0.05
relatively inexpensive machine fabulous think long time need want upgrade fancy,2,0.11666666666666668
sew year want serger,0,0.0
love easy use thread,1,0.4666666666666667
project single problem,2,-0.07142857142857142
good investment sewing,0,0.7
love serg exacly want flawlessly,6,0.75
instruction easy follow,4,0.43333333333333335
sewing machine d roll hem forever,0,0.0
d serger easy use problem tension puckering,1,0.43333333333333335
great worth money,3,0.55
research finally purchase serger,0,0.0
brother d,2,0.0
thing find sew small eyed needle,1,-0.25
sure serger,0,0.5
small needle break thread,1,-0.25
set scrub serger work like charm,0,0.0
look serger,0,0.0
price right quick delivery joy,3,0.47301587301587306
pleased d serger brother corporation tennessee,0,0.5
shop good reasonable price fit,3,0.4333333333333333
review amazon convince buy serger,0,0.0
unit taiwan tennessee phone support problem web site qas product,8,0.0
use tax incentive money bubba hope local econony staff support,2,0.0
lot learn newbie,2,0.0
goodi mark foot come unit elastic tape foot buy separately letter permanent ink familiar,0,0.375
recommend learn thread unit hard unfamiliar,1,-0.2916666666666667
lot different seam learn,0,0.0
exciting serg,6,0.3
complete novice great aspiration sewing,0,0.45
research decide machine extremely pleased purchase came prethreade colorcoded thread great direction easy use,1,0.5777777777777778
product good value money,3,0.7
easy use thread clearly mark,1,0.26666666666666666
sew decade second serger,0,0.0
sew lately bernette yrs,0,-0.3
decide inexpensive serger project,0,0.0
complete project thread breaking tension place kind breakdown,1,0.35
difference thread needle time rethread machine simply function consistently worth effort turn,1,0.15
want serger homework sure need want buy company primary product sew relate sewing machinesserger office equipment sewing,0,0.45
price sorry waste money frustration,3,-0.35
bernette function flawlessly year function minute,3,1.0
purchase viking donate junk pile tally waste money allot time,2,-0.2
extreme,2,-0.125
real serger,0,0.2
day,2,0.0
dealer,3,0.0
pay labor pay machine,2,0.0
like beginner casual sewer machine,0,-0.5
sew goddess like find dissappointe machine,0,0.0
machine year service terrible,2,-1.0
wrong,5,-0.5
deal home industrial serger nightmare thread,0,0.0
like turn blade instead remove like,0,0.0
lot research prior purchase brother d serger wholeheartedly agree positive review machine receive,0,0.11363636363636363
brother truly construct idiotproof serger mean sincere compliment,0,0.09375
arrive set colorcoded thread thread correspond colorcode loopersneedle step threading process number mark detailed diagram suppose crystalclear,1,0.4
monkey thread machine,1,-0.05
addition plenty spiffy feature like freearm capability differential feed retractable knife,0,0.0
use machine basic fourthread overlock stitching delve elaborate type stitch capable come cdrom devote solely plethora technique use serger,0,0.2333333333333333
performance stitch consistent noise level reasonable pretty compact,7,0.2333333333333333
extremely pleased serger,0,0.5
worth penny,3,0.3
purchase cardigan,3,0.0
read review purchase help decision,3,0.0
know lot people trouble thread,1,-0.2
machine come spool thread machine,1,0.0
snip thread tree tie knot exist thread run machine new thread come,1,0.13636363636363635
sense probably explain,5,0.0
look simple,2,0.0
money good sergeroverlock available market,0,0.55
quality brother different stitch differential feed different sewing foot option normally pay separately,0,0.049999999999999996
work serger good home serg reasonable price,0,0.44999999999999996
highly recommend,3,0.16
easy thread anticipate watch dvd start,4,0.43333333333333335
tie new thread come machine successful,1,0.4431818181818182
thread scratch easy tie little knot,1,0.12291666666666667
work use permanent marker discreetly label needle color thread tree lo l r thread machine scratch time trouble low looper lose thread,1,-0.1
use brush micro fiber cloth clean fine fabric dust,0,0.3916666666666667
think mean ill oil serger mind,0,-0.40625
plus extras easy dive serge buy basic way,0,0.21666666666666667
true bargain,3,0.35
love order book inspiration,2,0.5
quiet,7,0.0
surprise review state noisy machine,7,0.0
serger work,0,0.0
trouble thread,1,-0.2
instruction clear,4,0.09999999999999999
enjoy use new brother d overlock sewing machine,0,0.2681818181818182
sew year finally decide plunge serger,0,0.0
instructional dvds come machine,4,0.0
dvds use care thread,4,0.0
write instruction manual clear concise,4,0.1
like lay tension thread,1,0.0
rhyme order thread low looper upper looper right needle leave needle easy remember,1,0.17976190476190476
second d purchase hobbybusiness love,3,0.25
great basic machine fancy stitch like coverlock fussy machine topoftheline computerized elna picky thing comparison,0,0.4
nononsense workhorse basic,2,0.0
easy thread thread path mark clearly machine,1,0.26666666666666666
old d year solid daily use work sure regular maintenance machine work reliably year,2,0.12
work,2,0.0
easy follow instruction,4,0.43333333333333335
recommend,3,0.0
fight old serger year finally purchase brother serger,0,0.05
minute thread sew beautifully,0,0.85
believe suffer old long,5,0.025
having use serger hesitant buy use love incredibly easy use set,0,0.4666666666666667
want sew machine,0,0.0
enjoy use little machine,2,0.10625000000000001
threading easy bonus,1,0.43333333333333335
day purchashe brother d serger day old serger,0,0.1
thank,5,0.0
want serger read review serger decide purchase,0,0.0
learn use potential learning process,2,0.0
highly recommend product,3,0.16
use thread overlock hope use function later,1,0.0
machine sale .got,2,0.0
fast new amazon buyer faithful onethis machine work old,2,0.14545454545454548
come dvd easy,4,0.43333333333333335
repair cost old serger amazon price,0,0.1
thank,5,0.0
month love far problem,3,0.3
easy thread,1,0.43333333333333335
stitch uniform,0,0.0
review noisy,7,0.0
far good price find serger,0,0.39999999999999997
downside cover stitch,0,0.0
brother stand home sewing market machine high quality affordable serger exception,0,0.16
machine easy use comes thread tie new thread pull,1,0.28484848484848485
second brother serg week time,2,0.0
sew heavy break time use heavy jumbo spandex time,0,-0.2
great light weight fabric heavy,0,0.3333333333333334
hate buy brother d like add pro,2,-0.8
sew living operator error,0,0.0
quality machine,2,0.0
awful,5,-1.0
far serger cheap,0,0.25
work serger coverlock machine school want finished look project,0,0.0
figure good starter machine offer,2,0.7
arrive quickly tire thread tie new thread exist pre thread spool,1,0.23484848484848483
work rethread,1,0.0
big deal machine color code simple,1,0.0
thread break constantly thread tension place,1,0.0
disappointed brother machine buy unreliable,2,-0.75
love,5,0.5
direction use unclear use territorial internet privet person,4,0.0
need improved direction,4,0.0
gift select particular item,3,0.16666666666666666
glad receive,3,0.5
like serger,0,0.0
instruction helpful easy understand,4,0.43333333333333335
complaint,3,-0.3
serger amazon,0,0.0
easy use think need serger,0,0.43333333333333335
come set ready use,3,0.2
great deal machine amazon value cost little,2,0.30625
try white actually cost aweful,3,0.0
vibrate table,7,0.0
set threading hard understand especially come instruction,1,-0.14583333333333334
brother run smooth high speed sewing rarely trouble like thread breakage etc mention time use serger time user buy brother sure people use serger,0,0.21500000000000002
enjoy serger,0,0.4
great stitch lot feature extra foot,0,0.4
definitely lot use machine,2,0.0
love serger,0,0.5
user friendly,2,0.375
great quality,3,0.8
sew alot disappoint,0,0.0
great serg need highly recommend,6,0.48000000000000004
order brother serger excited cost helpful sewing need,0,0.375
serger work awhile thread right,0,0.2857142857142857
nice return expense pay cost ship,3,0.6
communication extremely great good important thing,2,0.6333333333333333
highly recommend purchase,3,0.16
truly amazed machine sew year think catch read review beleive,0,0.0
day age time hard word case machine answer beginner prayer amazing old hand like,2,0.13611111111111115
economy today people basic like sew family fleece hat imagine child appreciate mom dad,0,0.0
worth,3,0.3
price low find,3,0.0
experience serger good quality price,0,0.7
threading little tricky color coding,1,-0.1875
break thread break needle figure rethread needle rethreade looper time,1,0.0
purchase serg,6,0.0
accompany booklet helpful common problem fix clear diagram,4,-0.1
